category,codeIndicator,refArea,colPi,timePeriod,unit,obsValue
Air emissions,CO2,AR,A01_A,2015,kt,79.523
Air emissions,CO2,AR,A01_B,2015,kt,1138.981
Air emissions,CO2,AR,A01_C,2015,kt,2937.535
Air emissions,CO2,AR,A01_D,2015,kt,2563.329
Air emissions,CO2,AR,A01_E,2015,kt,2918.323
Air emissions,CO2,AR,A01_F,2015,kt,822.098
Air emissions,CO2,AR,A01_G,2015,kt,660.589
Air emissions,CO2,AR,A01_H,2015,kt,4979.789
Air emissions,CO2,AR,A01_I,2015,kt,2525.268
Air emissions,CO2,AR,A01_J,2015,kt,493.073
Air emissions,CO2,AR,A01_K,2015,kt,1013.442
Air emissions,CO2,AR,A01_L,2015,kt,440.743
Air emissions,CO2,AR,A01_M,2015,kt,583.288
Air emissions,CO2,AR,A01_N,2015,kt,1216.504
Air emissions,CO2,AR,A01_O,2015,kt,191.479
Air emissions,CO2,AR,A01_P,2015,kt,0
Air emissions,CO2,AR,A01_Q,2015,kt,0
Air emissions,CO2,AR,A02,2015,kt,336.593
Air emissions,CO2,AR,A03,2015,kt,398.174
Air emissions,CO2,AR,B05,2015,kt,150.806
Air emissions,CO2,AR,B06_A,2015,kt,1216.222
Air emissions,CO2,AR,B06_B,2015,kt,18184.936
Air emissions,CO2,AR,B06_C,2015,kt,0.263
Air emissions,CO2,AR,B07_A,2015,kt,229.431
Air emissions,CO2,AR,B07_B,2015,kt,0.044
Air emissions,CO2,AR,B07_C,2015,kt,217.394
Air emissions,CO2,AR,B07_D,2015,kt,27.721
Air emissions,CO2,AR,B07_E,2015,kt,74.352
Air emissions,CO2,AR,B07_F,2015,kt,55.516
Air emissions,CO2,AR,B07_G,2015,kt,14.895
Air emissions,CO2,AR,B07_H,2015,kt,0
Air emissions,CO2,AR,B08_A,2015,kt,156.193
Air emissions,CO2,AR,B08_B,2015,kt,288.55
Air emissions,CO2,AR,B08_C,2015,kt,5.338
Air emissions,CO2,AR,C10_A,2015,kt,235.276
Air emissions,CO2,AR,C10_B,2015,kt,183.735
Air emissions,CO2,AR,C10_C,2015,kt,267.057
Air emissions,CO2,AR,C10_D,2015,kt,270.047
Air emissions,CO2,AR,C10_E,2015,kt,22.329
Air emissions,CO2,AR,C10_F,2015,kt,324.911
Air emissions,CO2,AR,C10_G,2015,kt,450.727
Air emissions,CO2,AR,C10_H,2015,kt,127.304
Air emissions,CO2,AR,C10_I,2015,kt,158.879
Air emissions,CO2,AR,C10_J,2015,kt,1895.224
Air emissions,CO2,AR,C11,2015,kt,521.358
Air emissions,CO2,AR,C12,2015,kt,282.888
Air emissions,CO2,AR,C13,2015,kt,242.44
Air emissions,CO2,AR,C14,2015,kt,185.314
Air emissions,CO2,AR,C15,2015,kt,77.061
Air emissions,CO2,AR,C16_A,2015,kt,121.644
Air emissions,CO2,AR,C16_B,2015,kt,0
Air emissions,CO2,AR,C17_A,2015,kt,64.728
Air emissions,CO2,AR,C17_B,2015,kt,496.872
Air emissions,CO2,AR,C17_C,2015,kt,0
Air emissions,CO2,AR,C18,2015,kt,286.888
Air emissions,CO2,AR,C191,2015,kt,952.772
Air emissions,CO2,AR,C192,2015,kt,10039.976
Air emissions,CO2,AR,C20_A,2015,kt,964.987
Air emissions,CO2,AR,C20_B,2015,kt,256.121
Air emissions,CO2,AR,C20_C,2015,kt,1240.201
Air emissions,CO2,AR,C20_D,2015,kt,0
Air emissions,CO2,AR,C21,2015,kt,925.682
Air emissions,CO2,AR,C22,2015,kt,15338.119
Air emissions,CO2,AR,C23_A,2015,kt,766.986
Air emissions,CO2,AR,C23_B,2015,kt,0
Air emissions,CO2,AR,C23_C,2015,kt,154.743
Air emissions,CO2,AR,C23_D,2015,kt,287.056
Air emissions,CO2,AR,C23_E,2015,kt,6947.465
Air emissions,CO2,AR,C23_F,2015,kt,0
Air emissions,CO2,AR,C23_G,2015,kt,639.04
Air emissions,CO2,AR,C24_A,2015,kt,4016.114
Air emissions,CO2,AR,C24_B,2015,kt,74.428
Air emissions,CO2,AR,C24_C,2015,kt,140.192
Air emissions,CO2,AR,C24_D,2015,kt,0
Air emissions,CO2,AR,C24_E,2015,kt,961.672
Air emissions,CO2,AR,C24_F,2015,kt,0
Air emissions,CO2,AR,C24_G,2015,kt,100.572
Air emissions,CO2,AR,C24_H,2015,kt,0
Air emissions,CO2,AR,C24_I,2015,kt,290.945
Air emissions,CO2,AR,C24_J,2015,kt,0
Air emissions,CO2,AR,C24_K,2015,kt,131.095
Air emissions,CO2,AR,C24_L,2015,kt,0
Air emissions,CO2,AR,C24_M,2015,kt,47.531
Air emissions,CO2,AR,C24_N,2015,kt,1802.783
Air emissions,CO2,AR,C25,2015,kt,54.756
Air emissions,CO2,AR,C26_A,2015,kt,32.176
Air emissions,CO2,AR,C26_B,2015,kt,729.594
Air emissions,CO2,AR,C27,2015,kt,50.075
Air emissions,CO2,AR,C28_A,2015,kt,44.538
Air emissions,CO2,AR,C28_B,2015,kt,31.886
Air emissions,CO2,AR,C29,2015,kt,230.65
Air emissions,CO2,AR,C30,2015,kt,18.264
Air emissions,CO2,AR,C31_32,2015,kt,1515.554
Air emissions,CO2,AR,C33,2015,kt,108.615
Air emissions,CO2,AR,D3511_A,2015,kt,2291.549
Air emissions,CO2,AR,D3511_B,2015,kt,29185.359
Air emissions,CO2,AR,D3511_C,2015,kt,44.507
Air emissions,CO2,AR,D3511_D,2015,kt,320.901
Air emissions,CO2,AR,D3511_E,2015,kt,12.828
Air emissions,CO2,AR,D3511_F,2015,kt,15803.917
Air emissions,CO2,AR,D3511_G,2015,kt,0.167
Air emissions,CO2,AR,D3511_H,2015,kt,0
Air emissions,CO2,AR,D3511_I,2015,kt,0
Air emissions,CO2,AR,D3511_J,2015,kt,0.001
Air emissions,CO2,AR,D3511_K,2015,kt,15.877
Air emissions,CO2,AR,D3511_L,2015,kt,19.257
Air emissions,CO2,AR,D3512,2015,kt,64.559
Air emissions,CO2,AR,D3513,2015,kt,172.021
Air emissions,CO2,AR,D352,2015,kt,1458.789
Air emissions,CO2,AR,D353,2015,kt,0.46
Air emissions,CO2,AR,E36,2015,kt,75.983
Air emissions,CO2,AR,E37T39_A,2015,kt,36.287
Air emissions,CO2,AR,E37T39_B,2015,kt,0
Air emissions,CO2,AR,E37T39_C,2015,kt,8.275
Air emissions,CO2,AR,E37T39_D,2015,kt,8.098
Air emissions,CO2,AR,E37T39_E,2015,kt,1.778
Air emissions,CO2,AR,E37T39_F,2015,kt,1.705
Air emissions,CO2,AR,E37T39_G,2015,kt,0.947
Air emissions,CO2,AR,E37T39_H,2015,kt,1.433
Air emissions,CO2,AR,E37T39_I,2015,kt,0.735
Air emissions,CO2,AR,E37T39_J,2015,kt,0.231
Air emissions,CO2,AR,E37T39_K,2015,kt,0.069
Air emissions,CO2,AR,E37T39_L,2015,kt,0.159
Air emissions,CO2,AR,E37T39_M,2015,kt,16.385
Air emissions,CO2,AR,E37T39_N,2015,kt,0.111
Air emissions,CO2,AR,E37T39_O,2015,kt,21.564
Air emissions,CO2,AR,E37T39_P,2015,kt,33.353
Air emissions,CO2,AR,E37T39_Q,2015,kt,60.981
Air emissions,CO2,AR,E37T39_R,2015,kt,27.639
Air emissions,CO2,AR,E37T39_S,2015,kt,17.721
Air emissions,CO2,AR,E37T39_T,2015,kt,21.519
Air emissions,CO2,AR,E37T39_U,2015,kt,19.476
Air emissions,CO2,AR,E37T39_V,2015,kt,21.341
Air emissions,CO2,AR,F_A,2015,kt,1416.197
Air emissions,CO2,AR,F_B,2015,kt,0
Air emissions,CO2,AR,G45,2015,kt,374.041
Air emissions,CO2,AR,G46,2015,kt,1517.639
Air emissions,CO2,AR,G47_A,2015,kt,1135.045
Air emissions,CO2,AR,G47_B,2015,kt,162.738
Air emissions,CO2,AR,H49_A,2015,kt,1124.55
Air emissions,CO2,AR,H49_B,2015,kt,13417.678
Air emissions,CO2,AR,H49_C,2015,kt,2726.657
Air emissions,CO2,AR,H50_A,2015,kt,854.573
Air emissions,CO2,AR,H50_B,2015,kt,1128.167
Air emissions,CO2,AR,H51,2015,kt,2846.533
Air emissions,CO2,AR,H52,2015,kt,1022.55
Air emissions,CO2,AR,H53,2015,kt,134.829
Air emissions,CO2,AR,I,2015,kt,521.793
Air emissions,CO2,AR,J58,2015,kt,49.383
Air emissions,CO2,AR,J59_60,2015,kt,204.31
Air emissions,CO2,AR,J61,2015,kt,292.773
Air emissions,CO2,AR,J62_63,2015,kt,111.485
Air emissions,CO2,AR,K64,2015,kt,1428.319
Air emissions,CO2,AR,K65,2015,kt,866.152
Air emissions,CO2,AR,K66,2015,kt,571.6
Air emissions,CO2,AR,L,2015,kt,463.467
Air emissions,CO2,AR,M69_70,2015,kt,208.497
Air emissions,CO2,AR,M71,2015,kt,100.034
Air emissions,CO2,AR,M72,2015,kt,23.571
Air emissions,CO2,AR,M73,2015,kt,90.054
Air emissions,CO2,AR,M74_75,2015,kt,212.864
Air emissions,CO2,AR,N77,2015,kt,486.152
Air emissions,CO2,AR,N78,2015,kt,54.479
Air emissions,CO2,AR,N79,2015,kt,55.961
Air emissions,CO2,AR,N80T82,2015,kt,520.484
Air emissions,CO2,AR,O84,2015,kt,1329.374
Air emissions,CO2,AR,P85,2015,kt,674.581
Air emissions,CO2,AR,Q86,2015,kt,570.895
Air emissions,CO2,AR,Q87_88,2015,kt,25.196
Air emissions,CO2,AR,R90T92,2015,kt,22.135
Air emissions,CO2,AR,R93,2015,kt,358.733
Air emissions,CO2,AR,S94,2015,kt,225.717
Air emissions,CO2,AR,S95,2015,kt,87.632
Air emissions,CO2,AR,S96,2015,kt,352.709
Air emissions,CO2,AR,T,2015,kt,5.979
Air emissions,CO2,AR,U,2015,kt,0
Air emissions,CO2,AR,P3_S14 ,2015,kt,25054.633
Air emissions,CO2,AR,P3_S15 ,2015,kt,0
Air emissions,CO2,AR,P3_S13 ,2015,kt,0
Air emissions,CO2,AR,P51G ,2015,kt,0
Air emissions,CO2,AR,P5M ,2015,kt,0
Air emissions,CH4,AR,A01_A,2015,kt,27.601
Air emissions,CH4,AR,A01_B,2015,kt,8.726
Air emissions,CH4,AR,A01_C,2015,kt,24.244
Air emissions,CH4,AR,A01_D,2015,kt,39.474
Air emissions,CH4,AR,A01_E,2015,kt,0.083
Air emissions,CH4,AR,A01_F,2015,kt,4.802
Air emissions,CH4,AR,A01_G,2015,kt,0.014
Air emissions,CH4,AR,A01_H,2015,kt,0.149
Air emissions,CH4,AR,A01_I,2015,kt,3413.036
Air emissions,CH4,AR,A01_J,2015,kt,10.06
Air emissions,CH4,AR,A01_K,2015,kt,2.181
Air emissions,CH4,AR,A01_L,2015,kt,150.36
Air emissions,CH4,AR,A01_M,2015,kt,0.029
Air emissions,CH4,AR,A01_N,2015,kt,0.083
Air emissions,CH4,AR,A01_O,2015,kt,0.008
Air emissions,CH4,AR,A01_P,2015,kt,0
Air emissions,CH4,AR,A01_Q,2015,kt,0
Air emissions,CH4,AR,A02,2015,kt,0.624
Air emissions,CH4,AR,A03,2015,kt,0.017
Air emissions,CH4,AR,B05,2015,kt,0.005
Air emissions,CH4,AR,B06_A,2015,kt,0.05
Air emissions,CH4,AR,B06_B,2015,kt,0.307
Air emissions,CH4,AR,B06_C,2015,kt,0
Air emissions,CH4,AR,B07_A,2015,kt,0.009
Air emissions,CH4,AR,B07_B,2015,kt,0
Air emissions,CH4,AR,B07_C,2015,kt,0.009
Air emissions,CH4,AR,B07_D,2015,kt,0.001
Air emissions,CH4,AR,B07_E,2015,kt,0.003
Air emissions,CH4,AR,B07_F,2015,kt,0.002
Air emissions,CH4,AR,B07_G,2015,kt,0.001
Air emissions,CH4,AR,B07_H,2015,kt,0
Air emissions,CH4,AR,B08_A,2015,kt,0.006
Air emissions,CH4,AR,B08_B,2015,kt,0.012
Air emissions,CH4,AR,B08_C,2015,kt,0
Air emissions,CH4,AR,C10_A,2015,kt,0.005
Air emissions,CH4,AR,C10_B,2015,kt,0.004
Air emissions,CH4,AR,C10_C,2015,kt,0.005
Air emissions,CH4,AR,C10_D,2015,kt,0.006
Air emissions,CH4,AR,C10_E,2015,kt,0
Air emissions,CH4,AR,C10_F,2015,kt,0.007
Air emissions,CH4,AR,C10_G,2015,kt,0.009
Air emissions,CH4,AR,C10_H,2015,kt,0.004
Air emissions,CH4,AR,C10_I,2015,kt,0.004
Air emissions,CH4,AR,C10_J,2015,kt,0.036
Air emissions,CH4,AR,C11,2015,kt,0.011
Air emissions,CH4,AR,C12,2015,kt,0.006
Air emissions,CH4,AR,C13,2015,kt,0.006
Air emissions,CH4,AR,C14,2015,kt,0.005
Air emissions,CH4,AR,C15,2015,kt,0.003
Air emissions,CH4,AR,C16_A,2015,kt,0.031
Air emissions,CH4,AR,C16_B,2015,kt,0
Air emissions,CH4,AR,C17_A,2015,kt,0.272
Air emissions,CH4,AR,C17_B,2015,kt,0.01
Air emissions,CH4,AR,C17_C,2015,kt,0
Air emissions,CH4,AR,C18,2015,kt,0.006
Air emissions,CH4,AR,C191,2015,kt,0.04
Air emissions,CH4,AR,C192,2015,kt,0.249
Air emissions,CH4,AR,C20_A,2015,kt,0
Air emissions,CH4,AR,C20_B,2015,kt,0.008
Air emissions,CH4,AR,C20_C,2015,kt,0.255
Air emissions,CH4,AR,C20_D,2015,kt,0
Air emissions,CH4,AR,C21,2015,kt,1.04
Air emissions,CH4,AR,C22,2015,kt,1.477
Air emissions,CH4,AR,C23_A,2015,kt,0.015
Air emissions,CH4,AR,C23_B,2015,kt,0
Air emissions,CH4,AR,C23_C,2015,kt,0.004
Air emissions,CH4,AR,C23_D,2015,kt,0.006
Air emissions,CH4,AR,C23_E,2015,kt,0.022
Air emissions,CH4,AR,C23_F,2015,kt,0
Air emissions,CH4,AR,C23_G,2015,kt,0.013
Air emissions,CH4,AR,C24_A,2015,kt,0.246
Air emissions,CH4,AR,C24_B,2015,kt,0.023
Air emissions,CH4,AR,C24_C,2015,kt,0.004
Air emissions,CH4,AR,C24_D,2015,kt,0
Air emissions,CH4,AR,C24_E,2015,kt,0.007
Air emissions,CH4,AR,C24_F,2015,kt,0
Air emissions,CH4,AR,C24_G,2015,kt,0.003
Air emissions,CH4,AR,C24_H,2015,kt,0
Air emissions,CH4,AR,C24_I,2015,kt,0.006
Air emissions,CH4,AR,C24_J,2015,kt,0
Air emissions,CH4,AR,C24_K,2015,kt,0.004
Air emissions,CH4,AR,C24_L,2015,kt,0
Air emissions,CH4,AR,C24_M,2015,kt,0.002
Air emissions,CH4,AR,C24_N,2015,kt,0.027
Air emissions,CH4,AR,C25,2015,kt,0.002
Air emissions,CH4,AR,C26_A,2015,kt,0.001
Air emissions,CH4,AR,C26_B,2015,kt,0.018
Air emissions,CH4,AR,C27,2015,kt,0.002
Air emissions,CH4,AR,C28_A,2015,kt,0.002
Air emissions,CH4,AR,C28_B,2015,kt,0.001
Air emissions,CH4,AR,C29,2015,kt,0.007
Air emissions,CH4,AR,C30,2015,kt,0.001
Air emissions,CH4,AR,C31_32,2015,kt,0.147
Air emissions,CH4,AR,C33,2015,kt,0.003
Air emissions,CH4,AR,D3511_A,2015,kt,0.025
Air emissions,CH4,AR,D3511_B,2015,kt,0.523
Air emissions,CH4,AR,D3511_C,2015,kt,0.002
Air emissions,CH4,AR,D3511_D,2015,kt,0.013
Air emissions,CH4,AR,D3511_E,2015,kt,0.001
Air emissions,CH4,AR,D3511_F,2015,kt,0.623
Air emissions,CH4,AR,D3511_G,2015,kt,0.005
Air emissions,CH4,AR,D3511_H,2015,kt,0
Air emissions,CH4,AR,D3511_I,2015,kt,0
Air emissions,CH4,AR,D3511_J,2015,kt,0
Air emissions,CH4,AR,D3511_K,2015,kt,0.001
Air emissions,CH4,AR,D3511_L,2015,kt,0.001
Air emissions,CH4,AR,D3512,2015,kt,0.003
Air emissions,CH4,AR,D3513,2015,kt,0.007
Air emissions,CH4,AR,D352,2015,kt,201.481
Air emissions,CH4,AR,D353,2015,kt,0
Air emissions,CH4,AR,E36,2015,kt,0.003
Air emissions,CH4,AR,E37T39_A,2015,kt,0.001
Air emissions,CH4,AR,E37T39_B,2015,kt,0
Air emissions,CH4,AR,E37T39_C,2015,kt,0.159
Air emissions,CH4,AR,E37T39_D,2015,kt,0.16
Air emissions,CH4,AR,E37T39_E,2015,kt,0.049
Air emissions,CH4,AR,E37T39_F,2015,kt,0.051
Air emissions,CH4,AR,E37T39_G,2015,kt,0.026
Air emissions,CH4,AR,E37T39_H,2015,kt,0.037
Air emissions,CH4,AR,E37T39_I,2015,kt,5.276
Air emissions,CH4,AR,E37T39_J,2015,kt,0
Air emissions,CH4,AR,E37T39_K,2015,kt,0
Air emissions,CH4,AR,E37T39_L,2015,kt,0
Air emissions,CH4,AR,E37T39_M,2015,kt,0.001
Air emissions,CH4,AR,E37T39_N,2015,kt,0
Air emissions,CH4,AR,E37T39_O,2015,kt,135.812
Air emissions,CH4,AR,E37T39_P,2015,kt,204.071
Air emissions,CH4,AR,E37T39_Q,2015,kt,83.394
Air emissions,CH4,AR,E37T39_R,2015,kt,41.894
Air emissions,CH4,AR,E37T39_S,2015,kt,23.003
Air emissions,CH4,AR,E37T39_T,2015,kt,32.804
Air emissions,CH4,AR,E37T39_U,2015,kt,10.249
Air emissions,CH4,AR,E37T39_V,2015,kt,12.623
Air emissions,CH4,AR,F_A,2015,kt,0.056
Air emissions,CH4,AR,F_B,2015,kt,0
Air emissions,CH4,AR,G45,2015,kt,0.015
Air emissions,CH4,AR,G46,2015,kt,0.066
Air emissions,CH4,AR,G47_A,2015,kt,0.051
Air emissions,CH4,AR,G47_B,2015,kt,0.007
Air emissions,CH4,AR,H49_A,2015,kt,0.046
Air emissions,CH4,AR,H49_B,2015,kt,0.562
Air emissions,CH4,AR,H49_C,2015,kt,0.055
Air emissions,CH4,AR,H50_A,2015,kt,0.034
Air emissions,CH4,AR,H50_B,2015,kt,0.045
Air emissions,CH4,AR,H51,2015,kt,0.119
Air emissions,CH4,AR,H52,2015,kt,0.043
Air emissions,CH4,AR,H53,2015,kt,0.006
Air emissions,CH4,AR,I,2015,kt,0.032
Air emissions,CH4,AR,J58,2015,kt,0.002
Air emissions,CH4,AR,J59_60,2015,kt,0.009
Air emissions,CH4,AR,J61,2015,kt,0.012
Air emissions,CH4,AR,J62_63,2015,kt,0.005
Air emissions,CH4,AR,K64,2015,kt,0.031
Air emissions,CH4,AR,K65,2015,kt,0.02
Air emissions,CH4,AR,K66,2015,kt,0.013
Air emissions,CH4,AR,L,2015,kt,0.125
Air emissions,CH4,AR,M69_70,2015,kt,0.056
Air emissions,CH4,AR,M71,2015,kt,0.055
Air emissions,CH4,AR,M72,2015,kt,0.001
Air emissions,CH4,AR,M73,2015,kt,0.056
Air emissions,CH4,AR,M74_75,2015,kt,0.275
Air emissions,CH4,AR,N77,2015,kt,0.013
Air emissions,CH4,AR,N78,2015,kt,0.018
Air emissions,CH4,AR,N79,2015,kt,0.002
Air emissions,CH4,AR,N80T82,2015,kt,0.57
Air emissions,CH4,AR,O84,2015,kt,0.064
Air emissions,CH4,AR,P85,2015,kt,0.03
Air emissions,CH4,AR,Q86,2015,kt,0.023
Air emissions,CH4,AR,Q87_88,2015,kt,0.001
Air emissions,CH4,AR,R90T92,2015,kt,0.001
Air emissions,CH4,AR,R93,2015,kt,0.016
Air emissions,CH4,AR,S94,2015,kt,0.032
Air emissions,CH4,AR,S95,2015,kt,0.004
Air emissions,CH4,AR,S96,2015,kt,0.015
Air emissions,CH4,AR,T,2015,kt,0
Air emissions,CH4,AR,U,2015,kt,0
Air emissions,CH4,AR,P3_S14 ,2015,kt,2.255
Air emissions,CH4,AR,P3_S15 ,2015,kt,0
Air emissions,CH4,AR,P3_S13 ,2015,kt,0
Air emissions,CH4,AR,P51G ,2015,kt,0
Air emissions,CH4,AR,P5M ,2015,kt,0
Air emissions,N2O,AR,A01_A,2015,kt,0.49
Air emissions,N2O,AR,A01_B,2015,kt,6.703
Air emissions,N2O,AR,A01_C,2015,kt,18.629
Air emissions,N2O,AR,A01_D,2015,kt,23.334
Air emissions,N2O,AR,A01_E,2015,kt,13.899
Air emissions,N2O,AR,A01_F,2015,kt,4.68
Air emissions,N2O,AR,A01_G,2015,kt,4.969
Air emissions,N2O,AR,A01_H,2015,kt,27.232
Air emissions,N2O,AR,A01_I,2015,kt,60.518
Air emissions,N2O,AR,A01_J,2015,kt,1.451
Air emissions,N2O,AR,A01_K,2015,kt,0.118
Air emissions,N2O,AR,A01_L,2015,kt,7.382
Air emissions,N2O,AR,A01_M,2015,kt,0.005
Air emissions,N2O,AR,A01_N,2015,kt,0.014
Air emissions,N2O,AR,A01_O,2015,kt,0.002
Air emissions,N2O,AR,A01_P,2015,kt,0
Air emissions,N2O,AR,A01_Q,2015,kt,0
Air emissions,N2O,AR,A02,2015,kt,0.084
Air emissions,N2O,AR,A03,2015,kt,0.003
Air emissions,N2O,AR,B05,2015,kt,0.002
Air emissions,N2O,AR,B06_A,2015,kt,0.01
Air emissions,N2O,AR,B06_B,2015,kt,0.049
Air emissions,N2O,AR,B06_C,2015,kt,0
Air emissions,N2O,AR,B07_A,2015,kt,0.002
Air emissions,N2O,AR,B07_B,2015,kt,0
Air emissions,N2O,AR,B07_C,2015,kt,0.002
Air emissions,N2O,AR,B07_D,2015,kt,0
Air emissions,N2O,AR,B07_E,2015,kt,0.001
Air emissions,N2O,AR,B07_F,2015,kt,0
Air emissions,N2O,AR,B07_G,2015,kt,0
Air emissions,N2O,AR,B07_H,2015,kt,0
Air emissions,N2O,AR,B08_A,2015,kt,0.001
Air emissions,N2O,AR,B08_B,2015,kt,0.002
Air emissions,N2O,AR,B08_C,2015,kt,0
Air emissions,N2O,AR,C10_A,2015,kt,0.001
Air emissions,N2O,AR,C10_B,2015,kt,0
Air emissions,N2O,AR,C10_C,2015,kt,0.001
Air emissions,N2O,AR,C10_D,2015,kt,0.001
Air emissions,N2O,AR,C10_E,2015,kt,0
Air emissions,N2O,AR,C10_F,2015,kt,0.001
Air emissions,N2O,AR,C10_G,2015,kt,0.001
Air emissions,N2O,AR,C10_H,2015,kt,0.001
Air emissions,N2O,AR,C10_I,2015,kt,0.001
Air emissions,N2O,AR,C10_J,2015,kt,0.004
Air emissions,N2O,AR,C11,2015,kt,0.001
Air emissions,N2O,AR,C12,2015,kt,0.001
Air emissions,N2O,AR,C13,2015,kt,0.001
Air emissions,N2O,AR,C14,2015,kt,0.001
Air emissions,N2O,AR,C15,2015,kt,0.001
Air emissions,N2O,AR,C16_A,2015,kt,0.004
Air emissions,N2O,AR,C16_B,2015,kt,0
Air emissions,N2O,AR,C17_A,2015,kt,0.036
Air emissions,N2O,AR,C17_B,2015,kt,0.001
Air emissions,N2O,AR,C17_C,2015,kt,0
Air emissions,N2O,AR,C18,2015,kt,0.001
Air emissions,N2O,AR,C191,2015,kt,0.008
Air emissions,N2O,AR,C192,2015,kt,0.037
Air emissions,N2O,AR,C20_A,2015,kt,0.49
Air emissions,N2O,AR,C20_B,2015,kt,0.002
Air emissions,N2O,AR,C20_C,2015,kt,0.003
Air emissions,N2O,AR,C20_D,2015,kt,0
Air emissions,N2O,AR,C21,2015,kt,0
Air emissions,N2O,AR,C22,2015,kt,0.227
Air emissions,N2O,AR,C23_A,2015,kt,0.002
Air emissions,N2O,AR,C23_B,2015,kt,0
Air emissions,N2O,AR,C23_C,2015,kt,0.001
Air emissions,N2O,AR,C23_D,2015,kt,0.001
Air emissions,N2O,AR,C23_E,2015,kt,0.002
Air emissions,N2O,AR,C23_F,2015,kt,0
Air emissions,N2O,AR,C23_G,2015,kt,0.001
Air emissions,N2O,AR,C24_A,2015,kt,0.009
Air emissions,N2O,AR,C24_B,2015,kt,0
Air emissions,N2O,AR,C24_C,2015,kt,0.001
Air emissions,N2O,AR,C24_D,2015,kt,0
Air emissions,N2O,AR,C24_E,2015,kt,0.001
Air emissions,N2O,AR,C24_F,2015,kt,0
Air emissions,N2O,AR,C24_G,2015,kt,0
Air emissions,N2O,AR,C24_H,2015,kt,0
Air emissions,N2O,AR,C24_I,2015,kt,0.001
Air emissions,N2O,AR,C24_J,2015,kt,0
Air emissions,N2O,AR,C24_K,2015,kt,0.001
Air emissions,N2O,AR,C24_L,2015,kt,0
Air emissions,N2O,AR,C24_M,2015,kt,0
Air emissions,N2O,AR,C24_N,2015,kt,0.004
Air emissions,N2O,AR,C25,2015,kt,0
Air emissions,N2O,AR,C26_A,2015,kt,0
Air emissions,N2O,AR,C26_B,2015,kt,0.003
Air emissions,N2O,AR,C27,2015,kt,0
Air emissions,N2O,AR,C28_A,2015,kt,0
Air emissions,N2O,AR,C28_B,2015,kt,0
Air emissions,N2O,AR,C29,2015,kt,0.001
Air emissions,N2O,AR,C30,2015,kt,0
Air emissions,N2O,AR,C31_32,2015,kt,0.02
Air emissions,N2O,AR,C33,2015,kt,0
Air emissions,N2O,AR,D3511_A,2015,kt,0.036
Air emissions,N2O,AR,D3511_B,2015,kt,0.053
Air emissions,N2O,AR,D3511_C,2015,kt,0
Air emissions,N2O,AR,D3511_D,2015,kt,0.003
Air emissions,N2O,AR,D3511_E,2015,kt,0
Air emissions,N2O,AR,D3511_F,2015,kt,0.125
Air emissions,N2O,AR,D3511_G,2015,kt,0.001
Air emissions,N2O,AR,D3511_H,2015,kt,0
Air emissions,N2O,AR,D3511_I,2015,kt,0
Air emissions,N2O,AR,D3511_J,2015,kt,0
Air emissions,N2O,AR,D3511_K,2015,kt,0
Air emissions,N2O,AR,D3511_L,2015,kt,0
Air emissions,N2O,AR,D3512,2015,kt,0.001
Air emissions,N2O,AR,D3513,2015,kt,0.001
Air emissions,N2O,AR,D352,2015,kt,0.001
Air emissions,N2O,AR,D353,2015,kt,0
Air emissions,N2O,AR,E36,2015,kt,0.001
Air emissions,N2O,AR,E37T39_A,2015,kt,0
Air emissions,N2O,AR,E37T39_B,2015,kt,0
Air emissions,N2O,AR,E37T39_C,2015,kt,0.002
Air emissions,N2O,AR,E37T39_D,2015,kt,0.002
Air emissions,N2O,AR,E37T39_E,2015,kt,0.001
Air emissions,N2O,AR,E37T39_F,2015,kt,0.001
Air emissions,N2O,AR,E37T39_G,2015,kt,0
Air emissions,N2O,AR,E37T39_H,2015,kt,0.001
Air emissions,N2O,AR,E37T39_I,2015,kt,0
Air emissions,N2O,AR,E37T39_J,2015,kt,0
Air emissions,N2O,AR,E37T39_K,2015,kt,0
Air emissions,N2O,AR,E37T39_L,2015,kt,0
Air emissions,N2O,AR,E37T39_M,2015,kt,0
Air emissions,N2O,AR,E37T39_N,2015,kt,0
Air emissions,N2O,AR,E37T39_O,2015,kt,1.125
Air emissions,N2O,AR,E37T39_P,2015,kt,1.69
Air emissions,N2O,AR,E37T39_Q,2015,kt,0
Air emissions,N2O,AR,E37T39_R,2015,kt,0
Air emissions,N2O,AR,E37T39_S,2015,kt,0
Air emissions,N2O,AR,E37T39_T,2015,kt,0
Air emissions,N2O,AR,E37T39_U,2015,kt,0
Air emissions,N2O,AR,E37T39_V,2015,kt,0
Air emissions,N2O,AR,F_A,2015,kt,0.011
Air emissions,N2O,AR,F_B,2015,kt,0
Air emissions,N2O,AR,G45,2015,kt,0.003
Air emissions,N2O,AR,G46,2015,kt,0.013
Air emissions,N2O,AR,G47_A,2015,kt,0.009
Air emissions,N2O,AR,G47_B,2015,kt,0.001
Air emissions,N2O,AR,H49_A,2015,kt,0.009
Air emissions,N2O,AR,H49_B,2015,kt,0.109
Air emissions,N2O,AR,H49_C,2015,kt,0.007
Air emissions,N2O,AR,H50_A,2015,kt,0.007
Air emissions,N2O,AR,H50_B,2015,kt,0.009
Air emissions,N2O,AR,H51,2015,kt,0.024
Air emissions,N2O,AR,H52,2015,kt,0.008
